STT	type	tên gi?ng loài	tu?i th? trung bình	cân n?ng trung bình	chi?u cao trung bình	chi?u dài trung bình	cách ch?m	giá có gi?y t?	giá không gi?y t?	giá qu?c t?	score_energy	score_space	score_grooming	score_kid_friendly	score_size	size_index
87	Dog	greater_swiss_mountain_dog	8 n?m – 11 n?m	40 – 64 kg	60 – 72 cm	95 – 110 cm	"Greater Swiss Mountain Dog (g?i t?t là Swissy) là gi?ng chó kh?ng l? có ngu?n g?c t? Th?y S?, thu?c nhóm Sennenhund (chó núi Th?y S?), cùng h? v?i Bernese Mountain Dog. Tr??c ?ây, chúng ???c dùng làm chó kéo xe, ch?n gia súc và b?o v? trang tr?i.  
  
Tính cách:  
Swissy có tính cách ?i?m ??m, trung thành, ?áng tin c?y và thân thi?n. Chúng c?c k? g?n bó v?i gia ?ình, t?t v?i tr? em, th??ng c?nh giác v?i ng??i l? nh?ng không hung d?. ?ây là gi?ng chó b?o v? và ??ng hành lý t??ng, mang tính “ng??i kh?ng l? hi?n lành”.  
  
V?n ??ng:  
Dù to l?n (cao 60–72 cm, n?ng 40–60 kg), Swissy không quá hi?u ??ng nh? m?t s? gi?ng khác. Tuy nhiên, chúng v?n c?n 1–2 gi? v?n ??ng v?a ph?i/ngày nh? ?i b?, ch?y nh?, ch?i ném bóng ho?c các ho?t ??ng ngoài tr?i. Vì c?u trúc c? th? n?ng, không nên b?t nh?y nhi?u ho?c v?n ??ng quá s?c khi còn nh?, ?? tránh t?n th??ng x??ng kh?p.  
  
Hu?n luy?n:  
Swissy thông minh, ngoan ngoãn và mu?n làm hài lòng ch?, nh?ng ?ôi khi có th? h?i ch?m ch?p trong ti?p thu. C?n hu?n luy?n kiên nh?n, nh? nhàng và nh?t quán. Xã h?i hóa s?m giúp chúng t? tin và hòa ??ng h?n v?i môi tr??ng xung quanh.  
  
Ch?m sóc lông:  
B? lông Swissy ng?n, dày hai l?p, v?i màu s?c ??c tr?ng ?en – nâu ?? – tr?ng (gi?ng Bernese nh?ng lông ng?n h?n). Lông d? ch?m sóc, ch? c?n ch?i 1–2 l?n/tu?n, nh?ng r?ng khá nhi?u theo mùa ? nên t?ng c??ng ch?i khi thay lông.  
  
Ch? ?? dinh d??ng:  
Do th? tr?ng l?n, Swissy c?n kh?u ph?n ?n giàu protein và canxi ?? duy trì c? b?p và x??ng kh?p ch?c kh?e. Nên chia kh?u ph?n thành 2–3 b?a/ngày, tránh ?n quá no ?? gi?m nguy c? xo?n d? dày (bloat). B? sung glucosamine và omega-3 s? có l?i cho kh?p và lông.  
  
S?c kh?e:  
Greater Swiss Mountain Dog d? g?p m?t s? v?n ??:  
  
Lo?n s?n hông và khu?u tay  
  
Xo?n d? dày (bloat)  
  
B?nh v? kh?p do tr?ng l??ng c? th? l?n  
  
M?t s? b?nh di truy?n v? m?t"	50 – 85 tri?u VN?	25 – 40 tri?u VN?	2500 – 5000 USD	4	5	1	5	large	1.931473591
88	Dog	bernese_mountain_dog	7 n?m – 10 n?m	32 – 55 kg	58 – 70 cm	90 – 105 cm	"Bernese Mountain Dog (g?i t?t là Bernese ho?c Berner) có ngu?n g?c t? vùng Bern c?a Th?y S?, thu?c nhóm Sennenhund (chó núi Th?y S?). Tr??c kia, chúng ???c dùng ?? kéo xe, ch?n gia súc và canh gi? trang tr?i.  
  
Tính cách:  
Bernese là gi?ng chó d?u dàng, trung thành, hi?n hòa và r?t tình c?m. Chúng n?i ti?ng v?i s? thân thi?n, d? m?n, yêu tr? em và thích g?n bó v?i gia ?ình. Khác v?i m?t s? gi?ng canh gác, Bernese th??ng ít hung d?, thay vào ?ó là s? kiên nh?n và ân c?n.  
  
V?n ??ng:  
Do vóc dáng l?n (cao 58–70 cm, n?ng 35–55 kg), Bernese c?n 1–1,5 gi? v?n ??ng/ngày. Thích h?p v?i các ho?t ??ng ngoài tr?i nh? ?i b?, ch?y nh?, ch?i ném bóng, ho?c kéo xe. Tuy nhiên, chúng không quá hi?u ??ng và có th? hài lòng v?i cu?c s?ng gia ?ình n?u ???c cho ra ngoài v?n ??ng ??u ??n.  
  
Hu?n luy?n:  
Bernese thông minh, ngoan ngoãn và d? hu?n luy?n nh? b?n tính mu?n làm hài lòng ch?. Tuy nhiên, chúng nh?y c?m v?i gi?ng ?i?u, nên c?n hu?n luy?n b?ng ph??ng pháp tích c?c, nh? nhàng và khích l?. Xã h?i hóa s?m giúp Bernese t? tin h?n v?i ng??i l? và môi tr??ng m?i.  
  
Ch?m sóc lông:  
Bernese có b? lông dài, dày hai l?p v?i màu s?c ??c tr?ng ?en – nâu ?? – tr?ng. C?n ch?i 2–3 l?n/tu?n, và trong mùa thay lông nên ch?i hàng ngày ?? gi?m r?ng. B? lông dày giúp ch?u l?nh t?t, nh?ng chúng không ch?u nóng ? c?n gi? mát vào mùa hè.  
  
Ch? ?? dinh d??ng:  
C?n ch? ?? ?n giàu protein, canxi và khoáng ch?t ?? duy trì c? b?p và x??ng kh?p kh?e m?nh. Chia kh?u ph?n thành 2–3 b?a/ngày, tránh ?n quá no ?? gi?m nguy c? xo?n d? dày (bloat). B? sung glucosamine, omega-3 và vitamin E s? h? tr? kh?p và da lông.  
  
S?c kh?e:  
Bernese Mountain Dog có tu?i th? t??ng ??i ng?n do m?t s? b?nh di truy?n:  
  
Ung th? (t? l? cao trong nhóm chó l?n)  
  
Lo?n s?n hông và khu?u tay  
  
Xo?n d? dày (bloat)  
  
B?nh v? m?t (??c th?y tinh th?, lo?n s?n võng m?c)  
  
B?nh c? x??ng do tr?ng l??ng c? th? l?n"	40 – 70 tri?u VN?	20 – 35 tri?u VN?	2500 – 5000 USD	4	5	4	5	large	1.727036203
89	Dog	appenzeller	12 n?m – 14 n?m	22 – 32 kg	50 – 58 cm	70 – 85 cm	"Appenzeller Sennenhund là gi?ng chó ch?n gia súc và b?o v? xu?t x? t? vùng Appenzell, Th?y S?. Chúng có thân hình v?m v?, c? b?p ch?c ch?n, b? lông ng?n 3 màu ??c tr?ng (?en – tr?ng – nâu) và chi?c ?uôi cong tròn cu?n trên l?ng.  
  
Gi?ng chó này thông minh, lanh l?i, trung thành và c?nh giác cao, r?t phù h?p làm chó canh gác và b?o v?. Chúng c?ng thân thi?n v?i tr? em và hòa ??ng khi ???c xã h?i hóa t? nh?, nh?ng có th? t? ra dè ch?ng v?i ng??i l?.  
  
Appenzeller c?n v?n ??ng nhi?u m?i ngày v?i các ho?t ??ng nh? ch?y nh?y, ?i d?o ???ng dài, kéo xe ho?c tham gia các trò ch?i hu?n luy?n trí tu?. ?ây không ph?i là gi?ng chó thích h?p cho không gian nh? h?p, mà c?n sân v??n r?ng rãi ho?c vùng nông thôn ?? phát huy b?n n?ng làm vi?c.  
  
B? lông ng?n và bóng nên vi?c ch?m sóc khá ??n gi?n, ch? c?n ch?i 1 – 2 l?n/tu?n ?? lo?i b? lông ch?t và gi? cho lông m??t. V? sinh tai, m?t, r?ng và c?t móng th??ng xuyên giúp ng?n ng?a b?nh t?t.  
  
Ch? ?? dinh d??ng c?n nhi?u protein t? th?t n?c, cá, k?t h?p v?i rau c? và tinh b?t nguyên h?t ?? duy trì n?ng l??ng cao. Không nên cho ?n quá nhi?u ch?t béo ?? tránh th?a cân, vì Appenzeller là gi?ng chó làm vi?c, c?n gi? vóc dáng kh?e m?nh và d?o dai.  
  
V? s?c kh?e, Appenzeller Sennenhund nhìn chung kh?e m?nh, ít b?nh di truy?n, nh?ng có th? g?p các v?n ?? v? x??ng hông (lo?n s?n), m?t và béo phì n?u ít v?n ??ng. Khám thú y ??nh k? và cho chúng v?n ??ng ??y ?? s? giúp kéo dài tu?i th? và duy trì s? sung s?c."	25 – 40 tri?u VN?	10 – 15 tri?u VN?	2.000 – 2.500 USD	4	4	1	4	large	1.243228825
90	Dog	entlebucher	11 n?m – 15 n?m	20 – 30 kg	42 – 50 cm	65 – 80 cm	"Entlebucher Sennenhund là gi?ng chó nh? nh?t trong t? ??i chó núi Th?y S? (cùng v?i Bernese, Appenzeller và Greater Swiss Mountain Dog). Chúng có thân hình c? b?p, ch?c n?ch, b? lông ng?n, m??t v?i màu tam th? ??c tr?ng: ?en – tr?ng – nâu.  
  
Tính cách n?i b?t c?a Entlebucher là thông minh, trung thành, d?ng c?m và r?t n?ng ??ng. Chúng th??ng g?n bó ch?t ch? v?i m?t ng??i ch?, thích ???c tham gia các ho?t ??ng ngoài tr?i, trò ch?i th? l?c và hu?n luy?n vâng l?i. Tuy nhiên, do b?n n?ng b?o v? m?nh, Entlebucher có th? t? ra c?nh giác v?i ng??i l?, nên c?n ???c xã h?i hóa t? nh?.  
  
Gi?ng chó này c?n nhi?u v?n ??ng hàng ngày: ?i d?o dài, ch?y b?, kéo xe nh?, ho?c tham gia các môn th? thao chó nh? agility. N?u thi?u ho?t ??ng, chúng có th? tr? nên b?n ch?n và phá phách.  
  
B? lông ng?n nên ch?m sóc khá d? dàng – ch? c?n ch?i 1 l?n/tu?n ?? lo?i b? lông r?ng và gi? cho lông bóng m??t. T?m ??nh k?, v? sinh tai, m?t, r?ng và c?t móng th??ng xuyên c?ng r?t quan tr?ng ?? gi? v? sinh.  
  
V? dinh d??ng, Entlebucher c?n m?t ch? ?? ?n giàu protein ch?t l??ng cao t? th?t, cá, tr?ng, k?t h?p v?i rau c? và ng? c?c nguyên h?t. Do chúng r?t n?ng ??ng, kh?u ph?n ?n c?n cân ??i ?? cung c?p ?? n?ng l??ng, ??ng th?i tránh tình tr?ng th?a cân.  
  
S?c kh?e c?a Entlebucher nhìn chung t?t, nh?ng có th? g?p các v?n ?? di truy?n nh? lo?n s?n x??ng hông, lo?n s?n khu?u và b?nh v? m?t (PRA – teo võng m?c ti?n tri?n). Khám thú y ??nh k?, v?n ??ng h?p lý và duy trì cân n?ng ?n ??nh s? giúp gi?ng chó này kh?e m?nh, vui v? và s?ng th?."	25 – 40 tri?u VN?	12 – 18 tri?u VN?	1.500 – 2.500 USD	4	3	1	4	medium	1.127871034
91	Dog	boxer	10 n?m – 12 n?m	25 – 32 kg	53 – 63 cm	70 – 85 cm	"Boxer là gi?ng chó có ngu?n g?c t? ??c, thu?c nhóm chó lao ??ng, n?i b?t v?i thân hình c? b?p, ng?c n?, mõm ng?n ??c tr?ng và khuôn m?t bi?u c?m. Chúng mang tính cách m?nh m?, n?ng ??ng, nh?ng ??ng th?i r?t tình c?m, trung thành và thân thi?n v?i tr? nh?, khi?n Boxer ???c m?nh danh là “chú h? trong th? gi?i loài chó”.  
  
Boxer thông minh, d? hu?n luy?n, nh?ng ?ôi khi h?i b??ng b?nh. Chúng c?n ???c giáo d?c t? s?m b?ng ph??ng pháp tích c?c, kiên nh?n và nh?t quán. Nh? b?n n?ng b?o v? m?nh m?, Boxer là m?t trong nh?ng gi?ng chó gi? nhà và b?o v? gia ?ình r?t t?t.  
  
Gi?ng chó này có nhu c?u v?n ??ng cao – c?n ?i d?o dài, ch?y b?, ch?i bóng ho?c tham gia các ho?t ??ng th? l?c hàng ngày. N?u không ???c v?n ??ng ??y ??, Boxer d? tr? nên hi?u ??ng thái quá và gây ra hành vi phá phách.  
  
B? lông ng?n, m??t c?a Boxer khá d? ch?m sóc – ch? c?n ch?i 1 l?n/tu?n ?? lo?i b? lông r?ng. Tuy nhiên, da c?a chúng khá nh?y c?m, d? b? kích ?ng, nên c?n t?m b?ng s?a t?m d?u nh? và tránh t?m quá th??ng xuyên. V? sinh r?ng mi?ng, tai và c?t móng ??nh k? c?ng r?t quan tr?ng.  
  
V? dinh d??ng, Boxer c?n kh?u ph?n giàu protein và ch?t béo lành m?nh ?? duy trì c? b?p, k?t h?p cùng rau c? và tinh b?t nguyên h?t. Do có xu h??ng d? t?ng cân và b? ch??ng h?i, nên không cho ?n quá nhi?u tinh b?t và th?c ?n khó tiêu.  
  
V? s?c kh?e, Boxer có th? g?p m?t s? b?nh di truy?n nh? b?nh tim, lo?n s?n x??ng hông, d? ?ng da và ung th?. Khám thú y ??nh k?, ch? ?? ?n khoa h?c và duy trì v?n ??ng h?p lý s? giúp Boxer s?ng kh?e m?nh và n?ng ??ng bên gia ?ình."	25 – 40 tri?u VN?	10 – 18 tri?u VN?	1.500 – 3.000 USD	3	3	1	2	large	1.29958932
92	Dog	bull_mastiff	8 n?m – 10 n?m	45 – 59 kg	61 – 69 cm	90 – 105 cm	"Bullmastiff là gi?ng chó có ngu?n g?c t? Anh, ???c lai gi?a Bulldog và Mastiff ?? tr? thành chó b?o v? tài s?n. Chúng có thân hình c?c k? v?m v?, ng?c r?ng, c? b?p ch?c n?ch và ??u to v?i hàm kh?e. Ngo?i hình oai v?, k?t h?p v?i s? d?ng c?m và trung thành, khi?n Bullmastiff tr? thành “ng??i gác ?êm” ?áng tin c?y.  
  
Tính cách c?a Bullmastiff ?i?m t?nh, d?ng c?m, b?o v? m?nh m? nh?ng ít s?a b?a. Chúng r?t trung thành v?i gia ?ình, thân thi?n v?i tr? em khi ???c nuôi d??ng ?úng cách. Tuy nhiên, b?n n?ng b?o v? m?nh khi?n chúng c?nh giác cao v?i ng??i l?, nên c?n xã h?i hóa t? nh? ?? tránh hung d?.  
  
Gi?ng chó này không quá hi?u ??ng, nh?ng do kích th??c l?n, chúng v?n c?n ???c ?i d?o h?ng ngày, t?p luy?n ? m?c v?a ph?i ?? duy trì s?c kh?e. Bullmastiff thích h?p s?ng trong nhà có sân v??n r?ng, không phù h?p nuôi trong c?n h? nh?.  
  
B? lông ng?n, m??t nên r?t d? ch?m sóc – ch? c?n ch?i 1 l?n/tu?n ?? gi? s?ch s?. Tuy nhiên, Bullmastiff d? b? ch?y dãi, nên c?n lau mi?ng th??ng xuyên. V? sinh r?ng mi?ng, tai và c?t móng ??nh k? c?ng r?t quan tr?ng ?? ng?n b?nh t?t.  
  
Ch? ?? ?n c?a Bullmastiff ph?i giàu protein t? th?t, cá, k?t h?p tinh b?t và rau c? ?? duy trì n?ng l??ng cho c? b?p. Do tr?ng l??ng l?n, c?n chia nh? kh?u ph?n ?? tránh ch??ng b?ng và béo phì.  
  
V? s?c kh?e, Bullmastiff d? m?c các b?nh di truy?n nh? lo?n s?n x??ng hông, b?nh tim, ung th? và các v?n ?? hô h?p do c?u trúc mõm ng?n. Khám thú y ??nh k?, duy trì cân n?ng h?p lý và ch? ?? v?n ??ng khoa h?c s? giúp Bullmastiff s?ng kh?e m?nh và g?n bó lâu dài v?i gia ?ình."	35 – 60 tri?u VN?	15 – 25 tri?u VN?	2.000 – 4.000 USD	2	3	1	5	large	1.902345213
93	Dog	tibetan_mastiff	10 n?m – 12 n?m	45 – 72 kg	61 – 76 cm	95 – 110 cm	"Tibetan Mastiff là gi?ng chó c? x?a có ngu?n g?c t? dãy Himalaya, ???c ng??i Tây T?ng nuôi ?? b?o v? tu vi?n và gia súc. Chúng n?i b?t v?i thân hình to l?n, khung x??ng ch?c n?ch, b?m lông dày quanh c? trông nh? s? t?, t?o nên dáng v? oai v? và quy?n l?c.  
  
Tính cách c?a Tibetan Mastiff m?nh m?, ??c l?p, trung thành và có b?n n?ng b?o v? lãnh th? r?t cao. Chúng c?nh giác v?i ng??i l?, nh?ng l?i h?t m?c g?n bó và b?o v? ch? nhân. Do b?n tính b??ng b?nh và ??c l?p, chúng c?n ng??i ch? có kinh nghi?m hu?n luy?n.  
  
Gi?ng chó này c?n không gian r?ng, thích h?p nuôi ? sân v??n ho?c vùng nông thôn, không phù h?p s?ng trong c?n h? nh?. M?c dù to l?n, Tibetan Mastiff không quá hi?u ??ng, nh?ng v?n c?n ???c ?i d?o h?ng ngày và v?n ??ng v?a ph?i ?? gi? vóc dáng cân ??i.  
  
B? lông dày, hai l?p giúp ch?u l?nh t?t nh?ng r?ng nhi?u theo mùa. C?n ch?i lông 2 – 3 l?n/tu?n, vào mùa r?ng lông ph?i ch?i hàng ngày ?? tránh r?i. T?m ??nh k?, v? sinh r?ng, tai, c?t móng th??ng xuyên là c?n thi?t ?? duy trì s?c kh?e.  
  
Ch? ?? dinh d??ng c?a Tibetan Mastiff ph?i giàu protein và khoáng ch?t ?? ?áp ?ng nhu c?u phát tri?n c? b?p và x??ng kh?p. Nên chia kh?u ph?n thành nhi?u b?a nh? ?? tránh các v?n ?? v? tiêu hóa, ??c bi?t là xo?n d? dày.  
  
V? s?c kh?e, Tibetan Mastiff d? g?p các b?nh liên quan ??n x??ng kh?p (lo?n s?n hông, lo?n s?n khu?u), b?nh tuy?n giáp và béo phì n?u ít v?n ??ng. Ki?m tra thú y ??nh k? và ch? ?? ch?m sóc khoa h?c s? giúp chúng s?ng th?, kh?e m?nh và gi? ???c s? oai hùng v?n có."	60 – 120 tri?u VN?	20 – 40 tri?u VN?	2.000 – 5.000 USD	1	3	4	4	large	2.07707183
94	Dog	french_bulldog	10 n?m – 12 n?m	8 – 14 kg	28 – 33 cm	35 – 45 cm	"French Bulldog là gi?ng chó c?nh n?i ti?ng có ngu?n g?c t? Pháp, s? h?u thân hình nh? g?n, c? b?p ch?c kh?e, ??u to tròn, mõm ng?n và ?ôi tai d?ng hình “tai d?i” ??c tr?ng. Ngo?i hình ?áng yêu k?t h?p v?i tính cách thân thi?n ?ã khi?n chúng tr? thành m?t trong nh?ng gi?ng chó c?nh ph? bi?n nh?t th? gi?i.  
  
French Bulldog có tính cách vui v?, hi?n lành, tình c?m và r?t g?n bó v?i ch? nhân. Chúng ít s?a, thích h?p s?ng ? c?n h? ho?c nhà ph?. Tuy nhiên, gi?ng chó này khá nh?y c?m và có xu h??ng ph? thu?c nhi?u vào ch?, không thích b? b? ? nhà m?t mình quá lâu.  
  
Do vóc dáng nh? và không quá hi?u ??ng, French Bulldog ch? c?n nh?ng bu?i ?i d?o ng?n ho?c ch?i trong nhà là ??. Tránh cho chúng v?n ??ng quá s?c, ??c bi?t trong th?i ti?t nóng, vì gi?ng chó m?t ng?n này d? g?p khó kh?n trong hô h?p.  
  
B? lông ng?n, m??t, ít r?ng nên vi?c ch?m sóc khá ??n gi?n – ch? c?n ch?i 1 l?n/tu?n ?? gi? s?ch và bóng m??t. Tuy nhiên, c?n ??c bi?t chú ý v? sinh n?p nh?n trên m?t ?? tránh tích t? b?i b?n và vi khu?n. V? sinh tai, r?ng, c?t móng ??nh k? c?ng r?t quan tr?ng.  
  
Ch? ?? ?n c?a French Bulldog c?n cân ??i, v?i protein t? th?t n?c, cá, tr?ng k?t h?p rau c? và tinh b?t nguyên h?t. Do d? t?ng cân, c?n ki?m soát kh?u ph?n ?n và tránh cho ?n quá nhi?u ?? ?n v?t ho?c th?c ?n nhi?u d?u m?.  
  
V? s?c kh?e, French Bulldog th??ng g?p các v?n ?? liên quan ??n ???ng hô h?p (do c?u trúc m?i ng?n), d? ?ng da, b?nh c?t s?ng và béo phì. Khám thú y ??nh k?, ki?m soát cân n?ng và gi? môi tr??ng s?ng mát m? s? giúp chúng kh?e m?nh và h?nh phúc bên gia ?ình."	25 – 45 tri?u VN?	12 – 20 tri?u VN?	2.500 – 4.000 USD	3	2	1	2	small	0.600900765
95	Dog	great_dane	8 n?m – 10 n?m	45 – 90 kg	71 – 86 cm	95 – 115 cm	"Great Dane là gi?ng chó kh?ng l? có ngu?n g?c t? ??c, n?i ti?ng v?i chi?u cao v??t tr?i – ???c m?nh danh là “Apollo trong th? gi?i loài chó”. Chúng có thân hình cao l?n, ng?c r?ng, c? b?p s?n ch?c nh?ng dáng ?i l?i thanh thoát và oai v?.  
  
Tính cách c?a Great Dane ?i?m t?nh, hi?n lành, tình c?m và r?t trung thành. M?c dù ngo?i hình to l?n có th? khi?n ng??i khác e dè, nh?ng chúng th??ng d?u dàng, thân thi?n và ???c coi là “ng??i kh?ng l? hi?n lành”. Chúng r?t g?n bó v?i gia ?ình, ??c bi?t yêu quý tr? em, ??ng th?i c?ng là chó canh gác ?áng tin c?y.  
  
Gi?ng chó này c?n không gian r?ng rãi ?? sinh ho?t, thích h?p v?i nhà có sân v??n. M?c dù vóc dáng to l?n, Great Dane không quá hi?u ??ng, ch? c?n nh?ng bu?i ?i d?o dài và v?n ??ng v?a ph?i ?? gi? s?c kh?e. Tuy nhiên, do kích th??c c? th? l?n, chúng không nên v?n ??ng quá s?c khi còn nh? ?? tránh ?nh h??ng ??n s? phát tri?n x??ng kh?p.  
  
B? lông ng?n, m??t c?a Great Dane d? ch?m sóc – ch? c?n ch?i 1 l?n/tu?n ?? lo?i b? lông r?ng. T?m ??nh k?, v? sinh r?ng, tai và c?t móng th??ng xuyên s? giúp duy trì s?c kh?e. Do d? ch?y dãi, ch? nuôi c?n th??ng xuyên lau mi?ng cho chúng.  
  
Ch? ?? dinh d??ng c?a Great Dane c?n giàu protein và canxi ?? h? tr? x??ng và c? b?p, k?t h?p v?i rau c? và tinh b?t nguyên h?t. Nên chia nh? b?a ?n trong ngày ?? tránh nguy c? xo?n d? dày, v?n là b?nh th??ng g?p ? các gi?ng chó kh?ng l?.  
  
V? s?c kh?e, Great Dane có tu?i th? ng?n so v?i nhi?u gi?ng chó khác. Chúng d? g?p các v?n ?? nh? lo?n s?n x??ng hông, b?nh tim, xo?n d? dày và m?t s? b?nh di truy?n. Vi?c khám thú y ??nh k?, ch? ?? dinh d??ng h?p lý và ch?m sóc khoa h?c s? giúp chúng s?ng kh?e m?nh và vui v?."	35 – 60 tri?u VN?	15 – 25 tri?u VN?	2.000 – 4.000 USD	3	3	1	2	large	2.333384832
96	Dog	saint_bernard	8 n?m – 10 n?m	54 – 90 kg	65 – 90 cm	100 – 120 cm	"Saint Bernard là gi?ng chó kh?ng l? có ngu?n g?c t? dãy Alps (Th?y S? – Ý), n?i ti?ng v?i vai trò chó c?u h? trong tuy?t l?. Chúng có thân hình to l?n, c? b?p ch?c kh?e, b? lông dày (ng?n ho?c dài), màu nâu tr?ng pha loang ??c tr?ng và khuôn m?t hi?n h?u.  
  
Tính cách c?a Saint Bernard ?i?m t?nh, hi?n lành, trung thành và r?t thân thi?n. Chúng ??c bi?t d?u dàng v?i tr? em, th??ng ???c m?nh danh là “ng??i kh?ng l? nhân h?u”. Tuy nhiên, do kích th??c to l?n, chúng c?n ???c hu?n luy?n t? nh? ?? ki?m soát hành vi, tránh vô tình làm t?n th??ng ng??i xung quanh.  
  
Gi?ng chó này c?n không gian r?ng ?? sinh ho?t, thích h?p v?i gia ?ình có sân v??n ho?c ? vùng nông thôn. Chúng không quá hi?u ??ng, ch? c?n ?i d?o hàng ngày và m?t s? trò ch?i v?n ??ng v?a ph?i. Do ch?u nóng kém, Saint Bernard c?n ???c nuôi trong môi tr??ng mát m?, tránh v?n ??ng m?nh d??i th?i ti?t oi b?c.  
  
B? lông dày c?a Saint Bernard c?n ???c ch?i 2 – 3 l?n/tu?n, vào mùa r?ng lông c?n ch?i th??ng xuyên h?n ?? tránh r?i. V? sinh tai, r?ng, m?t và c?t móng ??nh k? c?ng r?t quan tr?ng. Do d? ch?y dãi, ch? nuôi c?ng c?n lau mi?ng cho chúng th??ng xuyên.  
  
Ch? ?? dinh d??ng ph?i giàu protein, canxi và vitamin ?? h? tr? s? phát tri?n x??ng và c? b?p. Nên chia kh?u ph?n ?n thành nhi?u b?a nh? ?? h?n ch? nguy c? xo?n d? dày, v?n khá ph? bi?n ? các gi?ng chó kh?ng l?.  
  
V? s?c kh?e, Saint Bernard d? g?p các v?n ?? nh? lo?n s?n x??ng hông, b?nh tim, xo?n d? dày và các b?nh v? m?t. Vi?c khám thú y ??nh k?, ch? ?? ?n khoa h?c và v?n ??ng h?p lý s? giúp chúng kh?e m?nh, s?ng th? và ti?p t?c là “ng??i b?n hi?n lành kh?ng l?” trong gia ?ình."	40 – 70 tri?u VN?	18 – 30 tri?u VN?	2.500 – 4.500 USD	1	3	3	2	large	2.438505166
97	Dog	eskimo_dog	10 n?m – 15 n?m	9 – 16 kg	38 – 48 cm	50 – 60 cm	"Chó Eskimo Canada là m?t trong nh?ng gi?ng chó kéo xe c? x?a nh?t ? B?c M?, g?n li?n v?i ??i s?ng c?a ng??i Inuit. Chúng có thân hình c??ng tráng, s?c b?n d?o dai, ???c m?nh danh là “c? máy kéo tuy?t” t? nhiên. B? lông dày hai l?p (ngoài dài, trong lót m?m) giúp chúng ch?u l?nh c?c t?t, v?i màu s?c th??ng g?p: tr?ng, ?en – tr?ng, xám, ?? ho?c vàng kem.  
  
Tính cách c?a Canadian Eskimo Dog m?nh m?, ??c l?p, trung thành và d?ng c?m. Chúng r?t t?n t?y v?i ch?, nh?ng do b?n n?ng làm vi?c cao, ?ôi khi có xu h??ng c?ng ??u và không phù h?p cho ng??i m?i nuôi chó l?n ??u. C?n hu?n luy?n t? s?m ?? ki?m soát b?n n?ng s?n m?i và t?ng kh? n?ng hòa nh?p xã h?i.  
  
Gi?ng chó này c?n v?n ??ng nhi?u: ch?y ???ng dài, kéo v?t n?ng ho?c ch?i các trò th? thao ngoài tr?i. N?u b? nuôi nh?t trong không gian ch?t h?p, chúng d? sinh ra c?ng th?ng và phá phách. Vì v?y, Eskimo Dog thích h?p v?i ng??i có kinh nghi?m, s?ng ? n?i khí h?u mát l?nh và có không gian r?ng rãi.  
  
B? lông c?a chúng c?n ???c ch?i 2 – 3 l?n/tu?n, th??ng xuyên h?n vào mùa r?ng lông. Do quen v?i th?i ti?t l?nh, chúng d? b? s?c nhi?t khi nuôi ? vùng khí h?u nóng, nên c?n gi? mát và tránh ?? ngoài tr?i n?ng g?t.  
  
V? dinh d??ng, chúng c?n ch? ?? ?n giàu protein và ch?t béo ?? cung c?p n?ng l??ng cho c? b?p và ho?t ??ng th? l?c. Các b?nh th??ng g?p ? gi?ng chó này g?m lo?n s?n x??ng hông, viêm kh?p, b?nh v? m?t và d? dày.  
  
Do s? l??ng nuôi hi?n nay khá hi?m, Canadian Eskimo Dog ???c coi là gi?ng chó quý, n?m trong danh sách b?o t?n."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2.500 – 5.000 USD	4	3	3	3	small	0.781217281
